epoch,train_mse,val_mse
1,0.1866209122041861,0.06983621045947075
2,0.06603740838666756,0.06280243769288063
3,0.05472949333488941,0.053544407710433006
4,0.042875995859503746,0.03834058530628681
5,0.025027056224644184,0.008556326851248741
6,0.01300563414891561,0.006680760998278856
7,0.008304013094554344,0.004055834957398474
8,0.005008605037194987,0.0022522927029058337
9,0.0037751271156594157,0.0009121571201831102
10,0.0027952727784092226,0.0012762476690113544
11,0.0024687694385647774,0.0006883592577651143
12,0.0021643741444374123,0.0006030348013155162
13,0.0022585675081548593,0.0013661420089192688
14,0.0021730909744898477,0.0007520686485804617
15,0.0018816127558238804,0.0012305843993090093
16,0.0019319781955952446,0.0008826767734717578
17,0.0016255698865279555,0.0012304846895858645
18,0.001657906958522896,0.0005034028290538117
19,0.0014897007883215945,0.0006991194968577474
20,0.0013536122666361432,0.0004976789787178859
21,0.0012172708132614691,0.0010796976857818663
22,0.0014964563500446577,0.0005017122166464105
23,0.0012368948955554515,0.0007877644675318152
24,0.0011815023511492957,0.0006177928880788386
25,0.0010727863603581984,0.00044295942643657327
26,0.0010282046278007329,0.0007296037510968745
27,0.0012422388147873182,0.00047763508337084204
28,0.0009874039969872683,0.0007571569585707039
29,0.0010618267794294904,0.00040432832611259073
30,0.0007987509695036957,0.00023258597502717748
31,0.0007675301167182624,0.00043582131911534816
32,0.0010566384492752452,0.0003411872894503176
33,0.0009552143746986985,0.0007184468558989465
34,0.0010564403200987726,0.00030376056383829564
35,0.0009402644742901126,0.000615259661572054
36,0.0009266755854090055,0.00043166214891243726
37,0.0008480219500294576,0.0005649698432534933
38,0.000877335745220383,0.0003086310316575691
39,0.0006798226483321438,0.0003241690865252167
40,0.0007098597998265177,0.00048317563778255135
41,0.0006579437758773565,0.00029721605824306607
42,0.000614872017952924,0.00024049235071288422
43,0.0006334110318372647,0.00017628173372941092
44,0.0006133515562396497,0.0006117178127169609
45,0.0007186976242034385,0.0002996105031343177
46,0.0005613054187657932,0.00022277478274190798
47,0.000583466030851317,0.00027233724540565163
48,0.0006059666629880667,0.0005096662789583206
49,0.0006767572970905652,0.001050816907081753
50,0.0008299293889043232,0.0004370681708678603
51,0.0005328089367443075,0.00033997413993347436
52,0.0005488825360468278,0.00046368253242690116
53,0.0006052135916737219,0.00015353103663073853
54,0.0005900517668730269,0.0004010952834505588
55,0.0006188857951201499,0.0003497164143482223
56,0.0007348918685844789,0.0004982848186045885
57,0.0005354058569840466,0.000419333839090541
58,0.0005901316180825233,0.00019131901353830472
