epoch,train_mse,val_mse
1,0.15105398247639337,0.07683024555444717
2,0.07686961938937505,0.07342375069856644
3,0.07276074588298798,0.07098529487848282
4,0.06802761927247047,0.0598989799618721
5,0.0565913716952006,0.043107666075229645
6,0.0394242654244105,0.02519932482391596
7,0.026870524200300377,0.014445092994719744
8,0.017565833094219368,0.009970739018172026
9,0.012266042331854502,0.0058595770969986916
10,0.008996134158223867,0.004791858606040478
11,0.007317188583935301,0.0035387006355449557
12,0.005816194151217739,0.0021525827469304204
13,0.0050718593411147594,0.002931006718426943
14,0.004765519096205632,0.0026322337798774242
15,0.004222230869345367,0.0021392074413597584
16,0.003676056240995725,0.0014833287568762898
17,0.0031928603226939836,0.0012679476058110595
18,0.0030548100282127657,0.0016489512636326253
19,0.0029056687684108815,0.001184122113045305
20,0.002861445265201231,0.0015596424927935004
21,0.0026963765267282724,0.0015246689436025918
22,0.0024627302773296833,0.0009894729300867766
23,0.0022324403592695794,0.0012327498407103121
24,0.0022076957393437624,0.0008929339528549463
25,0.0018841259685965877,0.0007658441609237343
26,0.001811940436406682,0.0009368478204123676
27,0.0017647757388961811,0.0007159747183322906
28,0.001675831600247572,0.0006827354955021292
29,0.001579577006244411,0.0007036179886199534
30,0.001522066188044846,0.0006487919890787452
31,0.0014622672654998798,0.0007817906734999269
32,0.001470809414361914,0.0009344075224362314
33,0.0014518829411827028,0.000782361050369218
34,0.001346451948241641,0.0006427332409657538
35,0.0013354902039282024,0.0006980677717365324
36,0.0013154044281691313,0.0006693604227621108
37,0.0013006359610396128,0.0006292834877967834
38,0.0011676831636577845,0.0006950552924536169
39,0.001157070587699612,0.0008413813193328679
40,0.001170132988287757,0.0005677476583514363
41,0.0011131292752300699,0.0004940916405757889
42,0.001143972408802559,0.0004288689378881827
43,0.0010059576500983287,0.0005623894394375384
44,0.0009836550937810291,0.0004080901271663606
45,0.000876404878605778,0.00039986270712688565
46,0.0008287874419086924,0.00037007358332630247
47,0.0008442669835252067,0.0005794446624349803
48,0.0010344036466752489,0.0006728249718435109
49,0.0009722304724467298,0.0004899034684058279
50,0.0008544169443969926,0.00044420597259886563
51,0.0008805737888906151,0.0005286785599309951
52,0.0008062642397514234,0.00040106469532474875
53,0.0007788231693363438,0.0002889355382649228
54,0.0006996428322357436,0.00034982923534698784
55,0.0007005154135792205,0.00047276030818466097
56,0.0007866757417408129,0.00032318939338438213
57,0.0007163365856589129,0.0005329921550583094
58,0.0008632988416745017,0.0004995157360099256
59,0.0007622926107918223,0.0003566228406270966
60,0.0006764084197736034,0.00030604912899434566
61,0.0006734461348969489,0.00028566515538841486
62,0.0007001260334315399,0.0003556203155312687
63,0.0006758043891750276,0.0005018603114876896
64,0.0006912124323813865,0.00034505930671002716
65,0.0006632893928326666,0.0003026911726919934
66,0.0006172772167095294,0.0003074331034440547
67,0.0006660482128305981,0.0003378704859642312
68,0.0006619702520159384,0.00040636568155605346
69,0.0005958477365008245,0.0002719365293160081
70,0.0005537781204717854,0.00023531013721367344
71,0.0005859203617243717,0.0003877635463140905
72,0.000658042806511124,0.00026537034136708826
73,0.0006384045991580933,0.000361868369509466
74,0.0005843877443112433,0.0002764117525657639
75,0.0005326039342132086,0.00025143558013951406
76,0.00048777234527127195,0.0002160776566597633
77,0.0005058008876706784,0.00032201799331232905
78,0.0005221149622229859,0.00029935773636680096
79,0.00054461927114365,0.00030168137163855135
80,0.0005007886162881429,0.0001981717796297744
81,0.0004638109045724074,0.0002781872608466074
82,0.0005011410588243356,0.0003368736943230033
83,0.0005321363520730907,0.00022562759113498032
84,0.000526039987259234,0.00036678063042927533
85,0.0005959141174874579,0.00023401650105370209
86,0.000536113894971398,0.0002952513750642538
87,0.0004855143391372015,0.00021810654288856313
88,0.0004635282433203732,0.00033758267818484455
89,0.0004676529109322776,0.00029637172701768577
90,0.00046275176282506436,0.00025307078612968326
91,0.0004452026429741333,0.00023543767747469246
92,0.00041941795401119936,0.0001548310465295799
93,0.0004050460023184617,0.0002768936683423817
94,0.00042353042226750404,0.00019327727204654366
95,0.000396395485343722,0.0001713992387522012
96,0.00038973931805230677,0.0001943957176990807
97,0.00039443917921744287,0.00026032465393655
98,0.0003946333648248886,0.0001900357601698488
99,0.0003850135302248721,0.0002785532269626856
100,0.00040241457463707775,0.00035901853698305786
101,0.0004409869579831138,0.00033146300120279193
102,0.00040987155807670206,0.000214495747059118
103,0.0003794913839859267,0.00023221594165079296
104,0.00039566694855845225,0.00022537572658620775
105,0.00041982470914566267,0.00024118772853398696
106,0.0003829193883575499,0.00022251652262639254
107,0.0003749551106011495,0.00020654947002185509
108,0.00034433060985368985,0.00016348878853023052
109,0.0003392376286986594,0.00020903544645989314
110,0.0004121607441144685,0.00023989920009626076
111,0.00036549262586049736,0.0002455795111018233
112,0.0003375478117959574,0.00017467997531639412
113,0.00031056599497484666,0.00026747811352834105
114,0.00034795985751164454,0.00013241427222965285
115,0.0003119378088740632,0.00018436718528391793
116,0.0003006923943758011,0.00017855392070487142
117,0.0003078736529763167,0.0002766918623819947
118,0.0003524155569418023,0.0002411397363175638
119,0.000308362456659476,0.00022133521270006895
120,0.0003120714488128821,0.000175579909409862
121,0.00031191514669141424,0.00014969756011851132
122,0.00027309392074433464,0.00015321175305871293
123,0.0002980715556380649,0.00020768153626704589
124,0.0003032426708765949,0.00015460570284631103
125,0.00029869991218826425,0.0003083508927375078
126,0.0003674059407785535,0.00016636373766232282
127,0.00033759242796804756,0.00019454178982414305
128,0.00037348675444566953,0.0002713212597882375
129,0.00034021816099993885,0.00018483759049559012
130,0.0003321121718424062,0.00032809308322612196
131,0.0003595454084764545,0.0002059782564174384
132,0.0003442333497029419,0.0001273045563721098
133,0.000359459882020019,0.00018231034482596442
134,0.0003241793407748143,0.00019413494737818837
135,0.0003223142557544634,0.00027910328935831785
136,0.00034024802638062585,0.00023235228582052514
137,0.0002797734972167139,0.000166730722412467
138,0.00026244285982102156,0.00012752525435644202
139,0.00026130531235442805,0.00016681622219039127
140,0.0002750740629077579,0.00017449849838158116
141,0.0002814083418343216,0.000148996346979402
142,0.00024965566262835637,0.00012113504635635763
143,0.00023090802763666338,0.00013565063272835687
144,0.0002442167218153675,0.00017209548241226003
145,0.0002555771206971258,0.000154357505380176
146,0.00023117931899226582,0.00018642003851709887
147,0.00024203211554170898,0.00020300371397752315
148,0.0002670083461756197,0.00022969803831074387
149,0.0002766595158997613,0.00017382879013894126
150,0.00024530205701012164,0.00012015327229164541
151,0.0002452511956410793,0.00025354659010190517
152,0.0002634236104010294,0.00012729314767057076
153,0.00027220480114920065,0.00019063342188019305
154,0.0002875189723757406,0.00014428371650865301
155,0.0002565940691662642,0.0001725471011013724
156,0.00024914855991179746,0.0001643123323447071
157,0.0002371989442811658,0.00018929835641756654
158,0.00024358355100654686,0.00010668600589269772
159,0.00023134698130888864,0.0001705840404611081
160,0.0002661280571677101,0.00018604822253109887
161,0.00027716260713835555,0.00015182646893663332
162,0.0002443920335887621,0.00018579648894956335
163,0.00022612935329865044,0.00011148056364618242
164,0.00019988165634761876,0.00013382400356931612
165,0.00020864742449096715,0.0001487077388446778
166,0.000218859034551618,0.00011667195940390229
167,0.00020598111586878076,0.0001637802051845938
168,0.0002266188918535287,9.453651364310645e-05
169,0.0001825988413960052,0.00010233133798465133
170,0.0002217410631904689,0.000143280194606632
171,0.00020470439388494319,0.00010928162737400271
